"Stock","Age","Date","UCI.Total","Fate"
"Crescent",0.2,2024-07-09,7.93123572407271,"Commercial Harvest"
"Crescent",0.2,2024-07-10,7.37940062773635,"Commercial Harvest"
"Crescent",0.2,2024-07-11,10.7686407433236,"Commercial Harvest"
"Crescent",0.2,2024-07-12,10.3181497109729,"Commercial Harvest"
"Crescent",0.2,2024-07-13,10.4135978178539,"Commercial Harvest"
"Crescent",0.2,2024-07-14,34.873,"Commercial Harvest"
"Crescent",0.2,2024-07-15,42.248,"Commercial Harvest"
"Crescent",0.2,2024-07-16,42.248,"Commercial Harvest"
"Crescent",0.2,2024-07-17,42.248,"Commercial Harvest"
"Crescent",0.2,2024-07-18,47.986,"Commercial Harvest"
"Crescent",0.2,2024-07-19,47.986,"Commercial Harvest"
"Crescent",0.2,2024-07-20,51.682,"Commercial Harvest"
"Crescent",0.2,2024-07-21,0.53751713816918,"Commercial Harvest"
"Crescent",0.2,2024-07-22,0.714904790647117,"Commercial Harvest"
"Crescent",0.2,2024-07-23,0.692602711095578,"Commercial Harvest"
"Crescent",0.2,2024-07-24,0.649660958937282,"Commercial Harvest"
"Crescent",0.2,2024-07-25,0.798643137435233,"Commercial Harvest"
"Crescent",0.2,2024-07-26,0.765919304092947,"Commercial Harvest"
"Crescent",0.2,2024-07-27,0.814928950204948,"Commercial Harvest"
"Crescent",0.2,2024-07-28,0.786114620523037,"Commercial Harvest"
"Crescent",0.2,2024-07-29,0.843440137730367,"Commercial Harvest"
"Crescent",0.2,2024-07-30,0.830243354712071,"Commercial Harvest"
"Crescent",0.2,2024-07-31,0.815140904361192,"Commercial Harvest"
"Crescent",0.2,2024-08-01,0.855294208253018,"Commercial Harvest"
"Crescent",0.2,2024-08-02,0.846897159321454,"Commercial Harvest"
"Crescent",0.2,2024-08-03,0.843094053064778,"Commercial Harvest"
"Crescent",0.2,2024-08-04,0.837701134949346,"Commercial Harvest"
"Crescent",0.2,2024-08-05,0.874166315361113,"Commercial Harvest"
"Crescent",0.2,2024-08-06,0.869703120332825,"Commercial Harvest"
"Crescent",0.2,2024-08-07,0.865304181092876,"Commercial Harvest"
"Crescent",0.2,2024-08-08,0.873173843309091,"Commercial Harvest"
"Crescent",0.2,2024-08-09,0.868689575164937,"Commercial Harvest"
"Crescent",0.2,2024-08-10,0.868655051428355,"Commercial Harvest"
"Crescent",0.2,2024-08-11,0.868627106430771,"Commercial Harvest"
"Crescent",0.2,2024-08-12,0.881403496029819,"Commercial Harvest"
"Crescent",0.2,2024-08-13,0.881393339782129,"Commercial Harvest"
"Crescent",0.2,2024-08-14,0.881385977013645,"Commercial Harvest"
"Crescent",0.2,2024-08-15,0.884226591371662,"Commercial Harvest"
"Crescent",0.2,2024-08-16,0.884226591371662,"Commercial Harvest"
"Crescent",0.2,2024-08-17,0.884226534238752,"Commercial Harvest"
"Crescent",0.2,2024-08-18,0.8842265056723,"Commercial Harvest"
"Crescent",0.2,2024-08-19,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-08-20,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-08-21,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-08-22,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-08-23,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-08-24,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-08-25,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-08-26,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-08-27,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-08-28,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-08-29,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-08-30,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-08-31,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-09-01,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-09-02,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-09-03,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-09-04,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-09-05,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-09-06,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-09-07,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-09-08,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-09-09,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-09-10,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-09-11,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-09-12,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-09-13,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-09-14,0.884226419972954,"Commercial Harvest"
"Crescent",0.2,2024-09-15,0.884226419972954,"Commercial Harvest"
"Crescent",0.3,2024-06-01,0,"Commercial Harvest"
"Crescent",0.3,2024-06-02,0,"Commercial Harvest"
"Crescent",0.3,2024-06-03,0,"Commercial Harvest"
"Crescent",0.3,2024-06-04,0,"Commercial Harvest"
"Crescent",0.3,2024-06-05,0,"Commercial Harvest"
"Crescent",0.3,2024-06-06,0,"Commercial Harvest"
"Crescent",0.3,2024-06-07,0,"Commercial Harvest"
"Crescent",0.3,2024-06-08,0,"Commercial Harvest"
"Crescent",0.3,2024-06-09,0,"Commercial Harvest"
"Crescent",0.3,2024-06-10,0,"Commercial Harvest"
"Crescent",0.3,2024-06-11,0,"Commercial Harvest"
"Crescent",0.3,2024-06-12,0,"Commercial Harvest"
"Crescent",0.3,2024-06-13,0,"Commercial Harvest"
"Crescent",0.3,2024-06-14,0,"Commercial Harvest"
"Crescent",0.3,2024-06-15,0,"Commercial Harvest"
"Crescent",0.3,2024-06-16,0,"Commercial Harvest"
"Crescent",0.3,2024-06-17,24.2,"Commercial Harvest"
"Crescent",0.3,2024-06-18,24.2,"Commercial Harvest"
"Crescent",0.3,2024-06-19,25.952,"Commercial Harvest"
"Crescent",0.3,2024-06-20,29.364,"Commercial Harvest"
"Crescent",0.3,2024-06-21,32.396,"Commercial Harvest"
"Crescent",0.3,2024-06-22,32.396,"Commercial Harvest"
"Crescent",0.3,2024-06-23,24.297,"Commercial Harvest"
"Crescent",0.3,2024-06-24,27.66,"Commercial Harvest"
"Crescent",0.3,2024-06-25,27.66,"Commercial Harvest"
"Crescent",0.3,2024-06-26,27.66,"Commercial Harvest"
"Crescent",0.3,2024-06-27,33.915,"Commercial Harvest"
"Crescent",0.3,2024-06-28,33.915,"Commercial Harvest"
"Crescent",0.3,2024-06-29,33.915,"Commercial Harvest"
"Crescent",0.3,2024-06-30,38.3917817817818,"Commercial Harvest"
"Crescent",0.3,2024-07-01,78.1624744744745,"Commercial Harvest"
"Crescent",0.3,2024-07-02,78.1624744744745,"Commercial Harvest"
"Crescent",0.3,2024-07-03,78.1624744744745,"Commercial Harvest"
"Crescent",0.3,2024-07-04,154.689463463463,"Commercial Harvest"
"Crescent",0.3,2024-07-05,154.689463463463,"Commercial Harvest"
"Crescent",0.3,2024-07-06,157.299463463463,"Commercial Harvest"
"Crescent",0.3,2024-07-07,78.55024750499,"Commercial Harvest"
"Crescent",0.3,2024-07-08,129.925153692615,"Commercial Harvest"
"Crescent",0.3,2024-07-09,129.925153692615,"Commercial Harvest"
"Crescent",0.3,2024-07-10,129.925153692615,"Commercial Harvest"
"Crescent",0.3,2024-07-11,203.713716566866,"Commercial Harvest"
"Crescent",0.3,2024-07-12,203.713716566866,"Commercial Harvest"
"Crescent",0.3,2024-07-13,204.375393213573,"Commercial Harvest"
"Crescent",0.3,2024-07-14,374.017,"Commercial Harvest"
"Crescent",0.3,2024-07-15,565.852,"Commercial Harvest"
"Crescent",0.3,2024-07-16,565.852,"Commercial Harvest"
"Crescent",0.3,2024-07-17,565.852,"Commercial Harvest"
"Crescent",0.3,2024-07-18,618.126,"Commercial Harvest"
"Crescent",0.3,2024-07-19,618.126,"Commercial Harvest"
"Crescent",0.3,2024-07-20,621.822,"Commercial Harvest"
"Crescent",0.3,2024-07-21,0,"Commercial Harvest"
"Crescent",0.3,2024-07-22,0,"Commercial Harvest"
"Crescent",0.3,2024-07-23,0,"Commercial Harvest"
"Crescent",0.3,2024-07-24,0,"Commercial Harvest"
"Crescent",0.3,2024-07-25,0,"Commercial Harvest"
"Crescent",0.3,2024-07-26,0,"Commercial Harvest"
"Crescent",0.3,2024-07-27,0,"Commercial Harvest"
"Crescent",0.3,2024-07-28,0,"Commercial Harvest"
"Crescent",0.3,2024-07-29,0,"Commercial Harvest"
"Crescent",0.3,2024-07-30,0,"Commercial Harvest"
"Crescent",0.3,2024-07-31,0,"Commercial Harvest"
"Crescent",0.3,2024-08-01,0,"Commercial Harvest"
"Crescent",0.3,2024-08-02,0,"Commercial Harvest"
"Crescent",0.3,2024-08-03,0,"Commercial Harvest"
"Crescent",0.3,2024-08-04,0,"Commercial Harvest"
"Crescent",0.3,2024-08-05,0,"Commercial Harvest"
"Crescent",0.3,2024-08-06,0,"Commercial Harvest"
"Crescent",0.3,2024-08-07,0,"Commercial Harvest"
"Crescent",0.3,2024-08-08,0,"Commercial Harvest"
"Crescent",0.3,2024-08-09,0,"Commercial Harvest"
"Crescent",0.3,2024-08-10,0,"Commercial Harvest"
"Crescent",0.3,2024-08-11,0,"Commercial Harvest"
"Crescent",0.3,2024-08-12,0,"Commercial Harvest"
"Crescent",0.3,2024-08-13,0,"Commercial Harvest"
"Crescent",0.3,2024-08-14,0,"Commercial Harvest"
"Crescent",0.3,2024-08-15,0,"Commercial Harvest"
"Crescent",0.3,2024-08-16,0,"Commercial Harvest"
"Crescent",0.3,2024-08-17,0,"Commercial Harvest"
"Crescent",0.3,2024-08-18,0,"Commercial Harvest"
"Crescent",0.3,2024-08-19,0,"Commercial Harvest"
"Crescent",0.3,2024-08-20,0,"Commercial Harvest"
"Crescent",0.3,2024-08-21,0,"Commercial Harvest"
"Crescent",0.3,2024-08-22,0,"Commercial Harvest"
"Crescent",0.3,2024-08-23,0,"Commercial Harvest"
"Crescent",0.3,2024-08-24,0,"Commercial Harvest"
"Crescent",0.3,2024-08-25,0,"Commercial Harvest"
"Crescent",0.3,2024-08-26,0,"Commercial Harvest"
"Crescent",0.3,2024-08-27,0,"Commercial Harvest"
"Crescent",0.3,2024-08-28,0,"Commercial Harvest"
"Crescent",0.3,2024-08-29,0,"Commercial Harvest"
"Crescent",0.3,2024-08-30,0,"Commercial Harvest"
"Crescent",0.3,2024-08-31,0,"Commercial Harvest"
"Crescent",0.3,2024-09-01,0,"Commercial Harvest"
"Crescent",0.3,2024-09-02,0,"Commercial Harvest"
"Crescent",0.3,2024-09-03,0,"Commercial Harvest"
"Crescent",0.3,2024-09-04,0,"Commercial Harvest"
"Crescent",0.3,2024-09-05,0,"Commercial Harvest"
"Crescent",0.3,2024-09-06,0,"Commercial Harvest"
"Crescent",0.3,2024-09-07,0,"Commercial Harvest"
"Crescent",0.3,2024-09-08,0,"Commercial Harvest"
"Crescent",0.3,2024-09-09,0,"Commercial Harvest"
"Crescent",0.3,2024-09-10,0,"Commercial Harvest"
"Crescent",0.3,2024-09-11,0,"Commercial Harvest"
"Crescent",0.3,2024-09-12,0,"Commercial Harvest"
"Crescent",0.3,2024-09-13,0,"Commercial Harvest"
"Crescent",0.3,2024-09-14,0,"Commercial Harvest"
"Crescent",0.3,2024-09-15,0,"Commercial Harvest"
"Crescent",0.4,2024-06-01,0,"Commercial Harvest"
"Crescent",0.4,2024-06-02,0,"Commercial Harvest"
"Crescent",0.4,2024-06-03,0,"Commercial Harvest"
"Crescent",0.4,2024-06-04,0,"Commercial Harvest"
"Crescent",0.4,2024-06-05,0,"Commercial Harvest"
"Crescent",0.4,2024-06-06,0,"Commercial Harvest"
"Crescent",0.4,2024-06-07,0,"Commercial Harvest"
"Crescent",0.4,2024-06-08,0,"Commercial Harvest"
"Crescent",0.4,2024-06-09,0,"Commercial Harvest"
"Crescent",0.4,2024-06-10,0,"Commercial Harvest"
"Crescent",0.4,2024-06-11,0,"Commercial Harvest"
"Crescent",0.4,2024-06-12,0,"Commercial Harvest"
"Crescent",0.4,2024-06-13,0,"Commercial Harvest"
"Crescent",0.4,2024-06-14,0,"Commercial Harvest"
"Crescent",0.4,2024-06-15,0,"Commercial Harvest"
"Crescent",0.4,2024-06-16,0,"Commercial Harvest"
"Crescent",0.4,2024-06-17,0,"Commercial Harvest"
"Crescent",0.4,2024-06-18,0,"Commercial Harvest"
"Crescent",0.4,2024-06-19,0,"Commercial Harvest"
"Crescent",0.4,2024-06-20,0,"Commercial Harvest"
"Crescent",0.4,2024-06-21,0,"Commercial Harvest"
"Crescent",0.4,2024-06-22,0,"Commercial Harvest"
"Crescent",0.4,2024-06-23,0,"Commercial Harvest"
"Crescent",0.4,2024-06-24,0,"Commercial Harvest"
"Crescent",0.4,2024-06-25,0,"Commercial Harvest"
"Crescent",0.4,2024-06-26,0,"Commercial Harvest"
"Crescent",0.4,2024-06-27,0,"Commercial Harvest"
"Crescent",0.4,2024-06-28,0,"Commercial Harvest"
"Crescent",0.4,2024-06-29,0,"Commercial Harvest"
"Crescent",0.4,2024-06-30,0,"Commercial Harvest"
"Crescent",0.4,2024-07-01,0,"Commercial Harvest"
"Crescent",0.4,2024-07-02,0,"Commercial Harvest"
"Crescent",0.4,2024-07-03,0,"Commercial Harvest"
"Crescent",0.4,2024-07-04,0,"Commercial Harvest"
"Crescent",0.4,2024-07-05,0,"Commercial Harvest"
"Crescent",0.4,2024-07-06,0,"Commercial Harvest"
"Crescent",0.4,2024-07-07,0,"Commercial Harvest"
"Crescent",0.4,2024-07-08,0,"Commercial Harvest"
"Crescent",0.4,2024-07-09,0,"Commercial Harvest"
"Crescent",0.4,2024-07-10,0,"Commercial Harvest"
"Crescent",0.4,2024-07-11,0,"Commercial Harvest"
"Crescent",0.4,2024-07-12,0,"Commercial Harvest"
"Crescent",0.4,2024-07-13,0,"Commercial Harvest"
"Crescent",0.4,2024-07-14,0,"Commercial Harvest"
"Crescent",0.4,2024-07-15,0,"Commercial Harvest"
"Crescent",0.4,2024-07-16,0,"Commercial Harvest"
"Crescent",0.4,2024-07-17,0,"Commercial Harvest"
"Crescent",0.4,2024-07-18,0,"Commercial Harvest"
"Crescent",0.4,2024-07-19,0,"Commercial Harvest"
"Crescent",0.4,2024-07-20,0,"Commercial Harvest"
"Crescent",0.4,2024-07-21,0,"Commercial Harvest"
"Crescent",0.4,2024-07-22,0,"Commercial Harvest"
"Crescent",0.4,2024-07-23,0,"Commercial Harvest"
"Crescent",0.4,2024-07-24,0,"Commercial Harvest"
"Crescent",0.4,2024-07-25,0,"Commercial Harvest"
"Crescent",0.4,2024-07-26,0,"Commercial Harvest"
"Crescent",0.4,2024-07-27,0,"Commercial Harvest"
"Crescent",0.4,2024-07-28,0,"Commercial Harvest"
"Crescent",0.4,2024-07-29,0,"Commercial Harvest"
"Crescent",0.4,2024-07-30,0,"Commercial Harvest"
"Crescent",0.4,2024-07-31,0,"Commercial Harvest"
"Crescent",0.4,2024-08-01,0,"Commercial Harvest"
"Crescent",0.4,2024-08-02,0,"Commercial Harvest"
"Crescent",0.4,2024-08-03,0,"Commercial Harvest"
"Crescent",0.4,2024-08-04,0,"Commercial Harvest"
"Crescent",0.4,2024-08-05,0,"Commercial Harvest"
"Crescent",0.4,2024-08-06,0,"Commercial Harvest"
"Crescent",0.4,2024-08-07,0,"Commercial Harvest"
"Crescent",0.4,2024-08-08,0,"Commercial Harvest"
"Crescent",0.4,2024-08-09,0,"Commercial Harvest"
"Crescent",0.4,2024-08-10,0,"Commercial Harvest"
"Crescent",0.4,2024-08-11,0,"Commercial Harvest"
"Crescent",0.4,2024-08-12,0,"Commercial Harvest"
"Crescent",0.4,2024-08-13,0,"Commercial Harvest"
"Crescent",0.4,2024-08-14,0,"Commercial Harvest"
"Crescent",0.4,2024-08-15,0,"Commercial Harvest"
"Crescent",0.4,2024-08-16,0,"Commercial Harvest"
"Crescent",0.4,2024-08-17,0,"Commercial Harvest"
"Crescent",0.4,2024-08-18,0,"Commercial Harvest"
"Crescent",0.4,2024-08-19,0,"Commercial Harvest"
"Crescent",0.4,2024-08-20,0,"Commercial Harvest"
"Crescent",0.4,2024-08-21,0,"Commercial Harvest"
"Crescent",0.4,2024-08-22,0,"Commercial Harvest"
"Crescent",0.4,2024-08-23,0,"Commercial Harvest"
"Crescent",0.4,2024-08-24,0,"Commercial Harvest"
"Crescent",0.4,2024-08-25,0,"Commercial Harvest"
"Crescent",0.4,2024-08-26,0,"Commercial Harvest"
"Crescent",0.4,2024-08-27,0,"Commercial Harvest"
"Crescent",0.4,2024-08-28,0,"Commercial Harvest"
"Crescent",0.4,2024-08-29,0,"Commercial Harvest"
"Crescent",0.4,2024-08-30,0,"Commercial Harvest"
"Crescent",0.4,2024-08-31,0,"Commercial Harvest"
"Crescent",0.4,2024-09-01,0,"Commercial Harvest"
"Crescent",0.4,2024-09-02,0,"Commercial Harvest"
"Crescent",0.4,2024-09-03,0,"Commercial Harvest"
"Crescent",0.4,2024-09-04,0,"Commercial Harvest"
"Crescent",0.4,2024-09-05,0,"Commercial Harvest"
"Crescent",0.4,2024-09-06,0,"Commercial Harvest"
"Crescent",0.4,2024-09-07,0,"Commercial Harvest"
"Crescent",0.4,2024-09-08,0,"Commercial Harvest"
"Crescent",0.4,2024-09-09,0,"Commercial Harvest"
"Crescent",0.4,2024-09-10,0,"Commercial Harvest"
"Crescent",0.4,2024-09-11,0,"Commercial Harvest"
"Crescent",0.4,2024-09-12,0,"Commercial Harvest"
"Crescent",0.4,2024-09-13,0,"Commercial Harvest"
"Crescent",0.4,2024-09-14,0,"Commercial Harvest"
"Crescent",0.4,2024-09-15,0,"Commercial Harvest"
"Crescent",1.1,2024-06-01,0,"Commercial Harvest"
"Crescent",1.1,2024-06-02,0,"Commercial Harvest"
"Crescent",1.1,2024-06-03,0,"Commercial Harvest"
"Crescent",1.1,2024-06-04,0,"Commercial Harvest"
"Crescent",1.1,2024-06-05,0,"Commercial Harvest"
"Crescent",1.1,2024-06-06,0,"Commercial Harvest"
"Crescent",1.1,2024-06-07,0,"Commercial Harvest"
"Crescent",1.1,2024-06-08,0,"Commercial Harvest"
"Crescent",1.1,2024-06-09,0,"Commercial Harvest"
"Crescent",1.1,2024-06-10,0,"Commercial Harvest"
"Crescent",1.1,2024-06-11,0,"Commercial Harvest"
"Crescent",1.1,2024-06-12,0,"Commercial Harvest"
"Crescent",1.1,2024-06-13,0,"Commercial Harvest"
"Crescent",1.1,2024-06-14,0,"Commercial Harvest"
"Crescent",1.1,2024-06-15,0,"Commercial Harvest"
"Crescent",1.1,2024-06-16,0,"Commercial Harvest"
"Crescent",1.1,2024-06-17,0,"Commercial Harvest"
"Crescent",1.1,2024-06-18,0,"Commercial Harvest"
"Crescent",1.1,2024-06-19,0,"Commercial Harvest"
"Crescent",1.1,2024-06-20,0,"Commercial Harvest"
"Crescent",1.1,2024-06-21,0,"Commercial Harvest"
"Crescent",1.1,2024-06-22,0,"Commercial Harvest"
"Crescent",1.1,2024-06-23,0,"Commercial Harvest"
"Crescent",1.1,2024-06-24,0,"Commercial Harvest"
"Crescent",1.1,2024-06-25,0,"Commercial Harvest"
"Crescent",1.1,2024-06-26,0,"Commercial Harvest"
"Crescent",1.1,2024-06-27,0,"Commercial Harvest"
"Crescent",1.1,2024-06-28,0,"Commercial Harvest"
"Crescent",1.1,2024-06-29,0,"Commercial Harvest"
"Crescent",1.1,2024-06-30,0,"Commercial Harvest"
"Crescent",1.1,2024-07-01,0,"Commercial Harvest"
"Crescent",1.1,2024-07-02,0,"Commercial Harvest"
"Crescent",1.1,2024-07-03,0,"Commercial Harvest"
"Crescent",1.1,2024-07-04,0,"Commercial Harvest"
"Crescent",1.1,2024-07-05,0,"Commercial Harvest"
"Crescent",1.1,2024-07-06,0,"Commercial Harvest"
"Crescent",1.1,2024-07-07,0,"Commercial Harvest"
"Crescent",1.1,2024-07-08,0,"Commercial Harvest"
"Crescent",1.1,2024-07-09,0,"Commercial Harvest"
"Crescent",1.1,2024-07-10,0,"Commercial Harvest"
"Crescent",1.1,2024-07-11,0,"Commercial Harvest"
"Crescent",1.1,2024-07-12,0,"Commercial Harvest"
"Crescent",1.1,2024-07-13,0,"Commercial Harvest"
"Crescent",1.1,2024-07-14,0,"Commercial Harvest"
"Crescent",1.1,2024-07-15,0,"Commercial Harvest"
"Crescent",1.1,2024-07-16,0,"Commercial Harvest"
"Crescent",1.1,2024-07-17,0,"Commercial Harvest"
"Crescent",1.1,2024-07-18,0,"Commercial Harvest"
"Crescent",1.1,2024-07-19,0,"Commercial Harvest"
"Crescent",1.1,2024-07-20,0,"Commercial Harvest"
"Crescent",1.1,2024-07-21,0,"Commercial Harvest"
"Crescent",1.1,2024-07-22,0,"Commercial Harvest"
"Crescent",1.1,2024-07-23,0,"Commercial Harvest"
"Crescent",1.1,2024-07-24,0,"Commercial Harvest"
"Crescent",1.1,2024-07-25,0,"Commercial Harvest"
"Crescent",1.1,2024-07-26,0,"Commercial Harvest"
"Crescent",1.1,2024-07-27,0,"Commercial Harvest"
"Crescent",1.1,2024-07-28,0,"Commercial Harvest"
"Crescent",1.1,2024-07-29,0,"Commercial Harvest"
"Crescent",1.1,2024-07-30,0,"Commercial Harvest"
"Crescent",1.1,2024-07-31,0,"Commercial Harvest"
"Crescent",1.1,2024-08-01,0,"Commercial Harvest"
"Crescent",1.1,2024-08-02,0,"Commercial Harvest"
"Crescent",1.1,2024-08-03,0,"Commercial Harvest"
"Crescent",1.1,2024-08-04,0,"Commercial Harvest"
"Crescent",1.1,2024-08-05,0,"Commercial Harvest"
"Crescent",1.1,2024-08-06,0,"Commercial Harvest"
"Crescent",1.1,2024-08-07,0,"Commercial Harvest"
"Crescent",1.1,2024-08-08,0,"Commercial Harvest"
"Crescent",1.1,2024-08-09,0,"Commercial Harvest"
"Crescent",1.1,2024-08-10,0,"Commercial Harvest"
"Crescent",1.1,2024-08-11,0,"Commercial Harvest"
"Crescent",1.1,2024-08-12,0,"Commercial Harvest"
"Crescent",1.1,2024-08-13,0,"Commercial Harvest"
"Crescent",1.1,2024-08-14,0,"Commercial Harvest"
"Crescent",1.1,2024-08-15,0,"Commercial Harvest"
"Crescent",1.1,2024-08-16,0,"Commercial Harvest"
"Crescent",1.1,2024-08-17,0,"Commercial Harvest"
"Crescent",1.1,2024-08-18,0,"Commercial Harvest"
"Crescent",1.1,2024-08-19,0,"Commercial Harvest"
"Crescent",1.1,2024-08-20,0,"Commercial Harvest"
"Crescent",1.1,2024-08-21,0,"Commercial Harvest"
"Crescent",1.1,2024-08-22,0,"Commercial Harvest"
"Crescent",1.1,2024-08-23,0,"Commercial Harvest"
"Crescent",1.1,2024-08-24,0,"Commercial Harvest"
"Crescent",1.1,2024-08-25,0,"Commercial Harvest"
"Crescent",1.1,2024-08-26,0,"Commercial Harvest"
"Crescent",1.1,2024-08-27,0,"Commercial Harvest"
"Crescent",1.1,2024-08-28,0,"Commercial Harvest"
"Crescent",1.1,2024-08-29,0,"Commercial Harvest"
"Crescent",1.1,2024-08-30,0,"Commercial Harvest"
"Crescent",1.1,2024-08-31,0,"Commercial Harvest"
"Crescent",1.1,2024-09-01,0,"Commercial Harvest"
"Crescent",1.1,2024-09-02,0,"Commercial Harvest"
"Crescent",1.1,2024-09-03,0,"Commercial Harvest"
"Crescent",1.1,2024-09-04,0,"Commercial Harvest"
"Crescent",1.1,2024-09-05,0,"Commercial Harvest"
"Crescent",1.1,2024-09-06,0,"Commercial Harvest"
"Crescent",1.1,2024-09-07,0,"Commercial Harvest"
"Crescent",1.1,2024-09-08,0,"Commercial Harvest"
"Crescent",1.1,2024-09-09,0,"Commercial Harvest"
"Crescent",1.1,2024-09-10,0,"Commercial Harvest"
"Crescent",1.1,2024-09-11,0,"Commercial Harvest"
"Crescent",1.1,2024-09-12,0,"Commercial Harvest"
"Crescent",1.1,2024-09-13,0,"Commercial Harvest"
"Crescent",1.1,2024-09-14,0,"Commercial Harvest"
"Crescent",1.1,2024-09-15,0,"Commercial Harvest"
"Crescent",1.2,2024-06-01,0,"Commercial Harvest"
"Crescent",1.2,2024-06-02,0,"Commercial Harvest"
"Crescent",1.2,2024-06-03,0,"Commercial Harvest"
"Crescent",1.2,2024-06-04,0,"Commercial Harvest"
"Crescent",1.2,2024-06-05,0,"Commercial Harvest"
"Crescent",1.2,2024-06-06,0,"Commercial Harvest"
"Crescent",1.2,2024-06-07,0,"Commercial Harvest"
"Crescent",1.2,2024-06-08,0,"Commercial Harvest"
"Crescent",1.2,2024-06-09,0,"Commercial Harvest"
"Crescent",1.2,2024-06-10,0,"Commercial Harvest"
"Crescent",1.2,2024-06-11,0,"Commercial Harvest"
"Crescent",1.2,2024-06-12,0,"Commercial Harvest"
"Crescent",1.2,2024-06-13,0,"Commercial Harvest"
"Crescent",1.2,2024-06-14,0,"Commercial Harvest"
"Crescent",1.2,2024-06-15,0,"Commercial Harvest"
"Crescent",1.2,2024-06-16,0,"Commercial Harvest"
