Stat Area Name,Catch Date,Gear Code,Count
24432 - Kalifornsky North,2024-07-13 00:00:00,13,29
24432 - Kalifornsky North,2024-07-16 00:00:00,13,911
24432 - Kalifornsky North,2024-07-18 00:00:00,13,475
24432 - Kalifornsky North,2024-07-20 00:00:00,02,31
24432 - Kalifornsky North,2024-07-20 00:00:00,13,205
24432 - Kalifornsky North,2024-07-23 00:00:00,13,318
24432 - Kalifornsky North,2024-07-25 00:00:00,13,203
24432 - Kalifornsky North,2024-07-27 00:00:00,13,235
24432 - Kalifornsky North,2024-07-28 00:00:00,13,277
24432 - Kalifornsky North,2024-07-30 00:00:00,13,85
24432 - Kalifornsky North,2024-07-31 00:00:00,13,119
24441 - Salamantof,2024-07-09 00:00:00,13,267
24441 - Salamantof,2024-07-11 00:00:00,13,459
24441 - Salamantof,2024-07-13 00:00:00,13,23
24441 - Salamantof,2024-07-16 00:00:00,13,1377
24441 - Salamantof,2024-07-18 00:00:00,13,2679
24441 - Salamantof,2024-07-20 00:00:00,13,2873
24441 - Salamantof,2024-07-23 00:00:00,13,2187
24441 - Salamantof,2024-07-25 00:00:00,13,2699
24441 - Salamantof,2024-07-27 00:00:00,13,1458
24441 - Salamantof,2024-07-28 00:00:00,13,2497
24441 - Salamantof,2024-07-30 00:00:00,13,1524
24441 - Salamantof,2024-07-31 00:00:00,13,1879
24442 - East Forelands,2024-07-09 00:00:00,13,31
24442 - East Forelands,2024-07-11 00:00:00,13,7
24442 - East Forelands,2024-07-16 00:00:00,13,1387
24442 - East Forelands,2024-07-23 00:00:00,13,231
24442 - East Forelands,2024-07-27 00:00:00,13,35
24442 - East Forelands,2024-07-28 00:00:00,13,21
24442 - East Forelands,2024-07-31 00:00:00,13,34
24450 - Central District Drift,2024-06-24 00:00:00,03,59
24450 - Central District Drift,2024-06-27 00:00:00,03,25
24450 - Central District Drift,2024-07-01 00:00:00,03,6
24450 - Central District Drift,2024-07-04 00:00:00,03,27
24450 - Central District Drift,2024-07-06 00:00:00,03,835
24450 - Central District Drift,2024-07-07 00:00:00,03,205
24450 - Central District Drift,2024-07-08 00:00:00,03,1076
24456 - Drift Expanded Full Corridor,2024-07-09 00:00:00,03,13505
24456 - Drift Expanded Full Corridor,2024-07-10 00:00:00,03,8815
24456 - Drift Expanded Full Corridor,2024-07-11 00:00:00,03,835
24456 - Drift Expanded Full Corridor,2024-07-12 00:00:00,03,2102
24456 - Drift Expanded Full Corridor,2024-07-14 00:00:00,03,981
24457 - Full Expanded Corridor and AP Section,2024-06-20 00:00:00,03,97
24457 - Full Expanded Corridor and AP Section,2024-06-24 00:00:00,03,39
24457 - Full Expanded Corridor and AP Section,2024-06-27 00:00:00,03,622
24457 - Full Expanded Corridor and AP Section,2024-07-01 00:00:00,03,542
24457 - Full Expanded Corridor and AP Section,2024-07-04 00:00:00,03,2292
24457 - Full Expanded Corridor and AP Section,2024-07-06 00:00:00,03,1231
24457 - Full Expanded Corridor and AP Section,2024-07-07 00:00:00,03,1517
24457 - Full Expanded Corridor and AP Section,2024-07-08 00:00:00,03,5533
24457 - Full Expanded Corridor and AP Section,2024-07-11 00:00:00,03,2035
24457 - Full Expanded Corridor and AP Section,2024-07-15 00:00:00,03,120304
24457 - Full Expanded Corridor and AP Section,2024-07-16 00:00:00,03,197402
24457 - Full Expanded Corridor and AP Section,2024-07-17 00:00:00,03,106779
24457 - Full Expanded Corridor and AP Section,2024-07-18 00:00:00,03,218622
24457 - Full Expanded Corridor and AP Section,2024-07-19 00:00:00,03,8581
24457 - Full Expanded Corridor and AP Section,2024-07-20 00:00:00,03,6899
24457 - Full Expanded Corridor and AP Section,2024-07-21 00:00:00,03,99089
24457 - Full Expanded Corridor and AP Section,2024-07-22 00:00:00,03,125342
24457 - Full Expanded Corridor and AP Section,2024-07-23 00:00:00,03,164835
24457 - Full Expanded Corridor and AP Section,2024-07-24 00:00:00,03,70144
24457 - Full Expanded Corridor and AP Section,2024-07-25 00:00:00,03,59743
24457 - Full Expanded Corridor and AP Section,2024-07-26 00:00:00,03,6928
24457 - Full Expanded Corridor and AP Section,2024-07-27 00:00:00,03,27901
24457 - Full Expanded Corridor and AP Section,2024-07-28 00:00:00,03,11066
24457 - Full Expanded Corridor and AP Section,2024-07-29 00:00:00,03,3877
24457 - Full Expanded Corridor and AP Section,2024-07-30 00:00:00,03,6594
24457 - Full Expanded Corridor and AP Section,2024-07-31 00:00:00,03,1644
24457 - Full Expanded Corridor and AP Section,2024-08-01 00:00:00,03,1261
24457 - Full Expanded Corridor and AP Section,2024-08-05 00:00:00,03,459
24462 - Expanded Kasilof Corridor,2024-06-22 00:00:00,03,35
24462 - Expanded Kasilof Corridor,2024-06-29 00:00:00,03,789
24462 - Expanded Kasilof Corridor,2024-07-02 00:00:00,03,3439
24462 - Expanded Kasilof Corridor,2024-07-03 00:00:00,03,2566
24464 - UCI EEZ,2024-06-20 00:00:00,03,460
24464 - UCI EEZ,2024-06-24 00:00:00,03,1695
24464 - UCI EEZ,2024-06-27 00:00:00,03,5728
24464 - UCI EEZ,2024-07-01 00:00:00,03,14332
24464 - UCI EEZ,2024-07-04 00:00:00,03,35459
24464 - UCI EEZ,2024-07-08 00:00:00,03,45828
24464 - UCI EEZ,2024-07-11 00:00:00,03,66070
24464 - UCI EEZ,2024-07-15 00:00:00,03,92230
24464 - UCI EEZ,2024-07-18 00:00:00,03,23268
24464 - UCI EEZ,2024-07-25 00:00:00,03,25487
24464 - UCI EEZ,2024-08-01 00:00:00,03,6064
24464 - UCI EEZ,2024-08-05 00:00:00,03,1295
24464 - UCI EEZ,2024-08-08 00:00:00,03,658
24464 - UCI EEZ,2024-08-12 00:00:00,03,467
24464 - UCI EEZ,2024-08-15 00:00:00,03,354
24470 - Central District Drift,2024-06-20 00:00:00,03,137
24470 - Central District Drift,2024-06-24 00:00:00,03,72
24470 - Central District Drift,2024-06-27 00:00:00,03,608
24470 - Central District Drift,2024-07-01 00:00:00,03,349
24470 - Central District Drift,2024-07-06 00:00:00,03,1750
24470 - Central District Drift,2024-07-07 00:00:00,03,308
24470 - Central District Drift,2024-07-08 00:00:00,03,1472
24470 - Central District Drift,2024-07-11 00:00:00,03,2988
24470 - Central District Drift,2024-07-12 00:00:00,03,1752
24470 - Central District Drift,2024-07-15 00:00:00,03,8277
24470 - Central District Drift,2024-07-22 00:00:00,03,16205
24470 - Central District Drift,2024-07-29 00:00:00,03,2029
24470 - Central District Drift,2024-08-01 00:00:00,03,1226
24470 - Central District Drift,2024-08-05 00:00:00,03,83
24510 - Chinitna Set,2024-08-05 00:00:00,04,1
24530 - Tuxedni Bay,2024-06-17 00:00:00,04,737
24530 - Tuxedni Bay,2024-06-20 00:00:00,04,778
24530 - Tuxedni Bay,2024-06-24 00:00:00,04,761
24530 - Tuxedni Bay,2024-06-27 00:00:00,04,1627
24530 - Tuxedni Bay,2024-07-01 00:00:00,04,2983
24530 - Tuxedni Bay,2024-07-04 00:00:00,04,2417
24530 - Tuxedni Bay,2024-07-06 00:00:00,04,1305
24530 - Tuxedni Bay,2024-07-08 00:00:00,04,3566
24530 - Tuxedni Bay,2024-07-11 00:00:00,04,3148
24530 - Tuxedni Bay,2024-07-13 00:00:00,04,663
24530 - Tuxedni Bay,2024-07-15 00:00:00,04,2778
24530 - Tuxedni Bay,2024-07-18 00:00:00,04,2736
24530 - Tuxedni Bay,2024-07-20 00:00:00,04,3696
24530 - Tuxedni Bay,2024-07-22 00:00:00,04,2115
24530 - Tuxedni Bay,2024-07-25 00:00:00,04,3082
24530 - Tuxedni Bay,2024-07-27 00:00:00,04,2165
24530 - Tuxedni Bay,2024-07-29 00:00:00,04,1240
24530 - Tuxedni Bay,2024-08-01 00:00:00,04,962
24530 - Tuxedni Bay,2024-08-03 00:00:00,04,167
24530 - Tuxedni Bay,2024-08-05 00:00:00,04,283
24550 - Little Jack Slough,2024-06-20 00:00:00,04,75
24550 - Little Jack Slough,2024-06-24 00:00:00,04,37
24550 - Little Jack Slough,2024-07-08 00:00:00,04,155
24550 - Little Jack Slough,2024-07-11 00:00:00,04,146
24550 - Little Jack Slough,2024-07-15 00:00:00,04,128
24550 - Little Jack Slough,2024-07-18 00:00:00,04,241
24550 - Little Jack Slough,2024-07-22 00:00:00,04,159
24550 - Little Jack Slough,2024-07-25 00:00:00,04,353
24550 - Little Jack Slough,2024-07-29 00:00:00,04,118
24550 - Little Jack Slough,2024-08-01 00:00:00,04,100
24550 - Little Jack Slough,2024-08-05 00:00:00,04,102
24550 - Little Jack Slough,2024-08-12 00:00:00,04,37
24555 - Big River,2024-06-03 00:00:00,04,366
24555 - Big River,2024-06-05 00:00:00,04,190
24555 - Big River,2024-06-07 00:00:00,04,207
24555 - Big River,2024-06-10 00:00:00,04,208
24555 - Big River,2024-06-12 00:00:00,04,226
24555 - Big River,2024-06-14 00:00:00,04,367
24555 - Big River,2024-06-19 00:00:00,04,126
24555 - Big River,2024-06-21 00:00:00,04,108
24555 - Big River,2024-07-22 00:00:00,04,63
24555 - Big River,2024-07-25 00:00:00,04,93
24560 - West Foreland,2024-07-08 00:00:00,04,761
24560 - West Foreland,2024-07-15 00:00:00,04,486
24560 - West Foreland,2024-07-18 00:00:00,04,805
24560 - West Foreland,2024-07-22 00:00:00,04,370
24560 - West Foreland,2024-07-25 00:00:00,04,1445
24560 - West Foreland,2024-07-29 00:00:00,04,146
24560 - West Foreland,2024-08-01 00:00:00,04,226
24560 - West Foreland,2024-08-05 00:00:00,04,436
24560 - West Foreland,2024-08-08 00:00:00,04,540
24560 - West Foreland,2024-08-12 00:00:00,04,453
24560 - West Foreland,2024-08-15 00:00:00,04,170
24570 - Central District Drift,2024-06-20 00:00:00,03,241
24570 - Central District Drift,2024-06-24 00:00:00,03,65
24570 - Central District Drift,2024-07-04 00:00:00,03,62
24570 - Central District Drift,2024-07-08 00:00:00,03,76
24570 - Central District Drift,2024-08-08 00:00:00,03,33
24590 - Central District Drift,2024-08-15 00:00:00,03,73
24610 - Kalgin Island West Side,2024-06-03 00:00:00,04,1003
24610 - Kalgin Island West Side,2024-06-05 00:00:00,04,806
24610 - Kalgin Island West Side,2024-06-07 00:00:00,04,448
24610 - Kalgin Island West Side,2024-06-10 00:00:00,04,30
24610 - Kalgin Island West Side,2024-06-12 00:00:00,04,387
24610 - Kalgin Island West Side,2024-06-14 00:00:00,04,847
24610 - Kalgin Island West Side,2024-06-17 00:00:00,04,228
24610 - Kalgin Island West Side,2024-06-19 00:00:00,04,312
24610 - Kalgin Island West Side,2024-06-21 00:00:00,04,650
24610 - Kalgin Island West Side,2024-06-24 00:00:00,04,323
24610 - Kalgin Island West Side,2024-06-27 00:00:00,04,294
24610 - Kalgin Island West Side,2024-07-01 00:00:00,04,2144
24610 - Kalgin Island West Side,2024-07-04 00:00:00,04,352
24610 - Kalgin Island West Side,2024-07-08 00:00:00,04,821
24610 - Kalgin Island West Side,2024-07-11 00:00:00,04,3975
24610 - Kalgin Island West Side,2024-07-15 00:00:00,04,3413
24610 - Kalgin Island West Side,2024-07-18 00:00:00,04,1273
24610 - Kalgin Island West Side,2024-07-22 00:00:00,04,8293
24610 - Kalgin Island West Side,2024-07-25 00:00:00,04,5781
24610 - Kalgin Island West Side,2024-07-29 00:00:00,04,2463
24610 - Kalgin Island West Side,2024-08-01 00:00:00,04,1186
24610 - Kalgin Island West Side,2024-08-05 00:00:00,04,1781
24610 - Kalgin Island West Side,2024-08-08 00:00:00,04,475
24610 - Kalgin Island West Side,2024-08-12 00:00:00,04,538
24620 - Kalgin Island East Side,2024-06-27 00:00:00,04,164
24620 - Kalgin Island East Side,2024-07-01 00:00:00,04,412
24620 - Kalgin Island East Side,2024-07-08 00:00:00,04,255
24620 - Kalgin Island East Side,2024-07-11 00:00:00,04,465
24620 - Kalgin Island East Side,2024-07-15 00:00:00,04,570
24620 - Kalgin Island East Side,2024-07-18 00:00:00,04,683
24620 - Kalgin Island East Side,2024-07-22 00:00:00,04,1683
24620 - Kalgin Island East Side,2024-07-25 00:00:00,04,867
24620 - Kalgin Island East Side,2024-07-29 00:00:00,04,160
24620 - Kalgin Island East Side,2024-08-05 00:00:00,04,790
24620 - Kalgin Island East Side,2024-08-08 00:00:00,04,235
24620 - Kalgin Island East Side,2024-08-12 00:00:00,04,206
24620 - Kalgin Island East Side,2024-08-15 00:00:00,04,123
24710 - Trading Bay,2024-07-11 00:00:00,04,373
24710 - Trading Bay,2024-07-15 00:00:00,04,245
24710 - Trading Bay,2024-07-18 00:00:00,04,1631
24710 - Trading Bay,2024-07-22 00:00:00,04,39
24710 - Trading Bay,2024-07-25 00:00:00,04,365
24710 - Trading Bay,2024-07-29 00:00:00,04,2
24710 - Trading Bay,2024-08-01 00:00:00,04,125
24710 - Trading Bay,2024-08-05 00:00:00,04,180
24710 - Trading Bay,2024-08-08 00:00:00,04,6
24720 - Tyonek,2024-07-04 00:00:00,04,62
24720 - Tyonek,2024-07-08 00:00:00,04,555
24720 - Tyonek,2024-07-11 00:00:00,04,768
24720 - Tyonek,2024-07-15 00:00:00,04,116
24720 - Tyonek,2024-07-18 00:00:00,04,968
24720 - Tyonek,2024-07-22 00:00:00,04,671
24720 - Tyonek,2024-07-25 00:00:00,04,2981
24720 - Tyonek,2024-07-29 00:00:00,04,70
24720 - Tyonek,2024-08-01 00:00:00,04,288
24720 - Tyonek,2024-08-05 00:00:00,04,708
24720 - Tyonek,2024-08-08 00:00:00,04,148
24730 - Beluga,2024-07-08 00:00:00,04,436
24730 - Beluga,2024-07-11 00:00:00,04,162
24730 - Beluga,2024-07-15 00:00:00,04,90
24730 - Beluga,2024-07-18 00:00:00,04,1851
24730 - Beluga,2024-07-22 00:00:00,04,29
24730 - Beluga,2024-07-25 00:00:00,04,261
24730 - Beluga,2024-07-29 00:00:00,04,130
24730 - Beluga,2024-08-01 00:00:00,04,61
24730 - Beluga,2024-08-05 00:00:00,04,10
24730 - Beluga,2024-08-08 00:00:00,04,2
24741 - Susitna Flats,2024-07-18 00:00:00,04,305
24741 - Susitna Flats,2024-07-22 00:00:00,04,11
24741 - Susitna Flats,2024-07-25 00:00:00,04,460
24741 - Susitna Flats,2024-08-01 00:00:00,04,97
24741 - Susitna Flats,2024-08-05 00:00:00,04,28
24742 - Point Mackenzie,2024-07-08 00:00:00,04,63
24742 - Point Mackenzie,2024-07-11 00:00:00,04,54
24742 - Point Mackenzie,2024-07-15 00:00:00,04,77
24742 - Point Mackenzie,2024-07-18 00:00:00,04,90
24742 - Point Mackenzie,2024-07-22 00:00:00,04,358
24742 - Point Mackenzie,2024-07-25 00:00:00,04,389
24742 - Point Mackenzie,2024-08-01 00:00:00,04,120
24742 - Point Mackenzie,2024-08-05 00:00:00,04,107
24742 - Point Mackenzie,2024-08-08 00:00:00,04,3
24743 - Fire Island,2024-07-08 00:00:00,04,237
24743 - Fire Island,2024-07-11 00:00:00,04,46
24743 - Fire Island,2024-07-15 00:00:00,04,204
24743 - Fire Island,2024-07-18 00:00:00,04,239
24743 - Fire Island,2024-07-22 00:00:00,04,341
24743 - Fire Island,2024-07-25 00:00:00,04,173
24743 - Fire Island,2024-08-01 00:00:00,04,88
24743 - Fire Island,2024-08-05 00:00:00,04,50
24743 - Fire Island,2024-08-08 00:00:00,04,9
24770 - Point Possession,2024-07-04 00:00:00,04,297
24770 - Point Possession,2024-07-08 00:00:00,04,1646
24770 - Point Possession,2024-07-11 00:00:00,04,855
24770 - Point Possession,2024-07-15 00:00:00,04,391
24770 - Point Possession,2024-07-18 00:00:00,04,2059
24770 - Point Possession,2024-07-22 00:00:00,04,696
24770 - Point Possession,2024-07-25 00:00:00,04,619
24770 - Point Possession,2024-07-29 00:00:00,04,342
24770 - Point Possession,2024-08-01 00:00:00,04,768
24770 - Point Possession,2024-08-05 00:00:00,04,487
24770 - Point Possession,2024-08-08 00:00:00,04,420
24780 - Birch Hill,2024-07-04 00:00:00,04,60
24780 - Birch Hill,2024-07-08 00:00:00,03,384
24780 - Birch Hill,2024-07-08 00:00:00,04,212
24780 - Birch Hill,2024-07-11 00:00:00,04,312
24780 - Birch Hill,2024-07-15 00:00:00,04,628
24780 - Birch Hill,2024-07-18 00:00:00,04,2977
24780 - Birch Hill,2024-07-22 00:00:00,04,343
24780 - Birch Hill,2024-07-25 00:00:00,04,1152
24780 - Birch Hill,2024-07-29 00:00:00,04,323
24780 - Birch Hill,2024-08-01 00:00:00,04,304
24780 - Birch Hill,2024-08-05 00:00:00,04,283
24780 - Birch Hill,2024-08-08 00:00:00,04,489
24790 - #3 Bay,2024-07-04 00:00:00,04,196
24790 - #3 Bay,2024-07-08 00:00:00,04,920
24790 - #3 Bay,2024-07-11 00:00:00,04,631
24790 - #3 Bay,2024-07-15 00:00:00,04,412
24790 - #3 Bay,2024-07-18 00:00:00,04,1623
24790 - #3 Bay,2024-07-22 00:00:00,04,305
24790 - #3 Bay,2024-07-25 00:00:00,04,1853
24790 - #3 Bay,2024-07-29 00:00:00,04,794
24790 - #3 Bay,2024-08-01 00:00:00,04,349
24790 - #3 Bay,2024-08-05 00:00:00,04,171
24790 - #3 Bay,2024-08-08 00:00:00,04,110
