Catch Date,Gear Code,Stat Area Name,Stat Area,Count
2024-07-11 00:00:00,04,Fire Island,24743,46
2024-07-11 00:00:00,04,Little Jack Slough,24550,146
2024-07-11 00:00:00,04,Pt. Mackenzie,24742,54
2024-07-11 00:00:00,04,Pt. Possession,24770,772
2024-07-11 00:00:00,04,Trading Bay,24710,170
2024-07-11 00:00:00,04,Tuxedni Bay,24530,1146
2024-07-11 00:00:00,04,Tyonek,24720,764
2024-07-11 00:00:00,04,West Foreland,24560,451
2024-07-11 00:00:00,04,West Side,24610,3976
2024-07-11 00:00:00,13,Cohn,24422,161
2024-07-11 00:00:00,13,Ninilchik,24421,306
2024-07-11 00:00:00,13,North Blanchard,24432,196
2024-07-11 00:00:00,13,North Colliers,24442,7
2024-07-11 00:00:00,13,Salamantof,24441,459
2024-07-11 00:00:00,13,South Blanchard,24431,5
2024-07-11 00:00:00,99,North Blanchard,24432,646
2024-07-12 00:00:00,03,Expanded Corridor,24456,2119
2024-07-12 00:00:00,03,Expanded Corridor & Anchor Point,24457,69
2024-07-12 00:00:00,03,UCI EEZ,24464,18677
2024-07-12 00:00:00,03,,24470,1752
2024-07-12 00:00:00,04,Birch Hill,24780,258
2024-07-12 00:00:00,04,Pt. Possession,24770,143
2024-07-12 00:00:00,04,Trading Bay,24710,203
2024-07-12 00:00:00,04,Tuxedni Bay,24530,2002
2024-07-13 00:00:00,04,Beluga,24730,31
2024-07-13 00:00:00,04,Tuxedni Bay,24530,683
2024-07-13 00:00:00,13,North Blanchard,24432,29
2024-07-13 00:00:00,13,Salamantof,24441,14
2024-07-13 00:00:00,13,South Blanchard,24431,5
2024-07-13 00:00:00,99,North Blanchard,24432,659
2024-07-14 00:00:00,03,Expanded Corridor,24456,981
2024-07-15 00:00:00,03,Expanded Corridor & Anchor Point,24457,64076
2024-07-15 00:00:00,03,UCI EEZ,24464,45012
2024-07-15 00:00:00,03,,24470,6184
2024-07-15 00:00:00,04,#3 Bay,24790,412
2024-07-15 00:00:00,04,Beluga,24730,114
2024-07-15 00:00:00,04,Birch Hill,24780,13
2024-07-15 00:00:00,04,East Side,24620,570
2024-07-15 00:00:00,04,Fire Island,24743,204
2024-07-15 00:00:00,04,Little Jack Slough,24550,128
2024-07-15 00:00:00,04,Pt. Mackenzie,24742,77
2024-07-15 00:00:00,04,Pt. Possession,24770,279
2024-07-15 00:00:00,04,Trading Bay,24710,245
2024-07-15 00:00:00,04,Tuxedni Bay,24530,1180
2024-07-15 00:00:00,04,Tyonek,24720,112
2024-07-15 00:00:00,04,West Foreland,24560,486
2024-07-15 00:00:00,04,West Side,24610,3413
2024-07-16 00:00:00,03,Expanded Corridor,24456,3397
2024-07-16 00:00:00,03,Expanded Corridor & Anchor Point,24457,142705
2024-07-16 00:00:00,03,Southern Expanded Corridor,24462,2070
2024-07-16 00:00:00,03,UCI EEZ,24464,47966
2024-07-16 00:00:00,03,,24470,2970
2024-07-16 00:00:00,04,Birch Hill,24780,615
2024-07-16 00:00:00,04,Pt. Possession,24770,112
2024-07-16 00:00:00,04,Tuxedni Bay,24530,1598
2024-07-16 00:00:00,13,Cohn,24422,113
2024-07-16 00:00:00,13,Ninilchik,24421,148
2024-07-16 00:00:00,13,North Blanchard,24432,911
2024-07-16 00:00:00,13,North Colliers,24442,1387
2024-07-16 00:00:00,13,Salamantof,24441,1963
2024-07-16 00:00:00,13,South Blanchard,24431,41
2024-07-16 00:00:00,99,North Blanchard,24432,4345
2024-07-17 00:00:00,03,Expanded Corridor & Anchor Point,24457,180123
2024-07-17 00:00:00,03,Northern Corridor,24451,32
2024-07-17 00:00:00,03,Southern Corridor,24461,4717
2024-07-17 00:00:00,03,Southern Expanded Corridor,24462,2144
2024-07-17 00:00:00,03,UCI EEZ,24464,278
2024-07-18 00:00:00,03,Expanded Corridor & Anchor Point,24457,151511
2024-07-18 00:00:00,03,Southern Corridor,24461,115
2024-07-18 00:00:00,03,Southern Expanded Corridor,24462,6839
2024-07-18 00:00:00,03,UCI EEZ,24464,4382
2024-07-18 00:00:00,04,#3 Bay,24790,1011
2024-07-18 00:00:00,04,Beluga,24730,1871
2024-07-18 00:00:00,04,Birch Hill,24780,155
2024-07-18 00:00:00,04,East Side,24620,683
2024-07-18 00:00:00,04,Fire Island,24743,239
2024-07-18 00:00:00,04,Little Jack Slough,24550,241
2024-07-18 00:00:00,04,Pt. Mackenzie,24742,98
2024-07-18 00:00:00,04,Pt. Possession,24770,2422
2024-07-18 00:00:00,04,Susitna Flats,24741,404
2024-07-18 00:00:00,04,Trading Bay,24710,48
2024-07-18 00:00:00,04,Tyonek,24720,857
2024-07-18 00:00:00,04,West Side,24610,1367
2024-07-18 00:00:00,13,Cohn,24422,59
2024-07-18 00:00:00,13,Ninilchik,24421,4
2024-07-18 00:00:00,13,North Blanchard,24432,475
2024-07-18 00:00:00,13,North Colliers,24442,95
2024-07-18 00:00:00,13,Salamantof,24441,2574
2024-07-18 00:00:00,13,South Blanchard,24431,34
2024-07-18 00:00:00,99,North Blanchard,24432,938
2024-07-19 00:00:00,03,Expanded Corridor & Anchor Point,24457,119062
2024-07-19 00:00:00,03,Southern Expanded Corridor,24462,4613
2024-07-19 00:00:00,03,UCI EEZ,24464,21022
2024-07-19 00:00:00,04,#3 Bay,24790,612
2024-07-19 00:00:00,04,Birch Hill,24780,2822
2024-07-19 00:00:00,04,Pt. Possession,24770,637
2024-07-19 00:00:00,04,Trading Bay,24710,1583
2024-07-19 00:00:00,04,Tuxedni Bay,24530,4730
2024-07-19 00:00:00,04,West Foreland,24560,805
2024-07-19 00:00:00,13,Salamantof,24441,107
2024-07-20 00:00:00,03,Expanded Corridor & Anchor Point,24457,9905
2024-07-20 00:00:00,03,Southern Expanded Corridor,24462,66
2024-07-20 00:00:00,04,Tuxedni Bay,24530,3696
2024-07-20 00:00:00,13,Cohn,24422,41
2024-07-20 00:00:00,13,North Blanchard,24432,197
2024-07-20 00:00:00,13,North Colliers,24442,23
2024-07-20 00:00:00,13,Salamantof,24441,2850
2024-07-20 00:00:00,99,North Blanchard,24432,865
2024-07-21 00:00:00,03,Expanded Corridor & Anchor Point,24457,41484
2024-07-22 00:00:00,03,Expanded Corridor & Anchor Point,24457,143267
2024-07-22 00:00:00,03,,24470,12008
2024-07-22 00:00:00,04,#3 Bay,24790,305
2024-07-22 00:00:00,04,Beluga,24730,29
2024-07-22 00:00:00,04,Birch Hill,24780,142
2024-07-22 00:00:00,04,East Side,24620,1683
2024-07-22 00:00:00,04,Fire Island,24743,361
2024-07-22 00:00:00,04,Little Jack Slough,24550,164
2024-07-22 00:00:00,04,Pt. Mackenzie,24742,358
2024-07-22 00:00:00,04,Pt. Possession,24770,278
2024-07-22 00:00:00,04,Susitna Flats,24741,55
2024-07-22 00:00:00,04,Trading Bay,24710,39
2024-07-22 00:00:00,04,Tuxedni Bay,24530,1298
2024-07-22 00:00:00,04,Tyonek,24720,699
2024-07-22 00:00:00,04,West Foreland,24560,370
2024-07-22 00:00:00,04,West Side,24610,5604
2024-07-23 00:00:00,03,Expanded Corridor & Anchor Point,24457,126733
2024-07-23 00:00:00,03,,24470,5675
2024-07-23 00:00:00,04,Big River,24555,63
2024-07-23 00:00:00,04,Birch Hill,24780,201
2024-07-23 00:00:00,04,Pt. Possession,24770,463
2024-07-23 00:00:00,04,Tuxedni Bay,24530,817
2024-07-23 00:00:00,04,West Side,24610,2689
2024-07-23 00:00:00,13,Cohn,24422,32
2024-07-23 00:00:00,13,Ninilchik,24421,8
2024-07-23 00:00:00,13,North Blanchard,24432,318
2024-07-23 00:00:00,13,North Colliers,24442,414
2024-07-23 00:00:00,13,Salamantof,24441,1783
2024-07-23 00:00:00,13,South Blanchard,24431,63
2024-07-23 00:00:00,99,North Blanchard,24432,1052
2024-07-23 00:00:00,99,Salamantof,24441,1465
2024-07-24 00:00:00,03,Expanded Corridor & Anchor Point,24457,134707
2024-07-24 00:00:00,03,,24570,1269
2024-07-24 00:00:00,13,Salamantof,24441,404
2024-07-25 00:00:00,03,Expanded Corridor & Anchor Point,24457,63126
2024-07-25 00:00:00,03,UCI EEZ,24464,21842
2024-07-25 00:00:00,03,,24470,120
2024-07-25 00:00:00,04,#3 Bay,24790,1853
2024-07-25 00:00:00,04,Beluga,24730,261
2024-07-25 00:00:00,04,Big River,24555,93
2024-07-25 00:00:00,04,Birch Hill,24780,690
2024-07-25 00:00:00,04,East Side,24620,867
2024-07-25 00:00:00,04,Fire Island,24743,173
2024-07-25 00:00:00,04,Little Jack Slough,24550,353
2024-07-25 00:00:00,04,Pt. Mackenzie,24742,389
2024-07-25 00:00:00,04,Pt. Possession,24770,542
2024-07-25 00:00:00,04,Susitna Flats,24741,460
2024-07-25 00:00:00,04,Trading Bay,24710,365
2024-07-25 00:00:00,04,Tyonek,24720,3262
2024-07-25 00:00:00,04,West Foreland,24560,1445
2024-07-25 00:00:00,04,West Side,24610,5761
2024-07-25 00:00:00,13,Cohn,24422,4
2024-07-25 00:00:00,13,Ninilchik,24421,23
2024-07-25 00:00:00,13,North Blanchard,24432,375
2024-07-25 00:00:00,13,North Colliers,24442,32
2024-07-25 00:00:00,13,Salamantof,24441,2759
2024-07-25 00:00:00,13,South Blanchard,24431,88
2024-07-25 00:00:00,99,North Blanchard,24432,1959
2024-07-25 00:00:00,99,Salamantof,24441,2786
2024-07-26 00:00:00,03,Expanded Corridor & Anchor Point,24457,14608
2024-07-26 00:00:00,03,UCI EEZ,24464,3145
2024-07-26 00:00:00,04,Birch Hill,24780,482
2024-07-26 00:00:00,04,Pt. Possession,24770,77
2024-07-26 00:00:00,04,Tuxedni Bay,24530,3082
2024-07-27 00:00:00,03,Expanded Corridor & Anchor Point,24457,28392
2024-07-27 00:00:00,03,UCI EEZ,24464,1018
2024-07-27 00:00:00,04,Tuxedni Bay,24530,230
2024-07-27 00:00:00,13,North Blanchard,24432,159
2024-07-27 00:00:00,13,North Colliers,24442,35
2024-07-27 00:00:00,13,Salamantof,24441,1458
2024-07-27 00:00:00,13,South Blanchard,24431,25
2024-07-27 00:00:00,99,North Blanchard,24432,1003
2024-07-27 00:00:00,99,Salamantof,24441,745
2024-07-28 00:00:00,03,Expanded Corridor & Anchor Point,24457,9153
2024-07-28 00:00:00,04,Tuxedni Bay,24530,1933
2024-07-28 00:00:00,13,Cohn,24422,11
2024-07-28 00:00:00,13,Ninilchik,24421,6
2024-07-28 00:00:00,13,North Blanchard,24432,277
2024-07-28 00:00:00,13,North Colliers,24442,21
2024-07-28 00:00:00,13,Salamantof,24441,2497
2024-07-28 00:00:00,13,South Blanchard,24431,40
2024-07-28 00:00:00,99,North Blanchard,24432,1954
2024-07-29 00:00:00,03,Expanded Corridor & Anchor Point,24457,5680
2024-07-29 00:00:00,03,Southern Expanded Corridor,24462,110
2024-07-29 00:00:00,03,,24470,2029
2024-07-29 00:00:00,04,#3 Bay,24790,794
2024-07-29 00:00:00,04,Beluga,24730,130
2024-07-29 00:00:00,04,Birch Hill,24780,241
2024-07-29 00:00:00,04,Little Jack Slough,24550,118
2024-07-29 00:00:00,04,Pt. Possession,24770,233
2024-07-29 00:00:00,04,Trading Bay,24710,2
2024-07-29 00:00:00,04,Tuxedni Bay,24530,1335
2024-07-29 00:00:00,04,Tyonek,24720,70
2024-07-29 00:00:00,04,West Side,24610,1340
2024-07-30 00:00:00,03,Expanded Corridor & Anchor Point,24457,6564
2024-07-30 00:00:00,04,Birch Hill,24780,82
2024-07-30 00:00:00,04,East Side,24620,160
2024-07-30 00:00:00,04,Pt. Possession,24770,109
2024-07-30 00:00:00,04,West Foreland,24560,146
2024-07-30 00:00:00,04,West Side,24610,1123
2024-07-30 00:00:00,13,Cohn,24422,12
2024-07-30 00:00:00,13,North Blanchard,24432,85
2024-07-30 00:00:00,13,Salamantof,24441,1535
2024-07-30 00:00:00,13,South Blanchard,24431,32
2024-07-30 00:00:00,99,North Blanchard,24432,1491
2024-07-31 00:00:00,03,Expanded Corridor & Anchor Point,24457,1688
2024-07-31 00:00:00,13,Cohn,24422,28
2024-07-31 00:00:00,13,North Blanchard,24432,119
2024-07-31 00:00:00,13,North Colliers,24442,34
2024-07-31 00:00:00,13,Salamantof,24441,1819
2024-07-31 00:00:00,13,South Blanchard,24431,30
2024-07-31 00:00:00,99,North Blanchard,24432,925
2024-08-01 00:00:00,03,Expanded Corridor & Anchor Point,24457,1077
2024-08-01 00:00:00,03,UCI EEZ,24464,5559
2024-08-01 00:00:00,03,,24470,1267
2024-08-01 00:00:00,04,#3 Bay,24790,349
2024-08-01 00:00:00,04,Beluga,24730,61
2024-08-01 00:00:00,04,Birch Hill,24780,203
2024-08-01 00:00:00,04,Fire Island,24743,54
2024-08-01 00:00:00,04,Pt. Mackenzie,24742,120
2024-08-01 00:00:00,04,Pt. Possession,24770,629
2024-08-01 00:00:00,04,Susitna Flats,24741,97
2024-08-01 00:00:00,04,Trading Bay,24710,125
2024-08-01 00:00:00,04,Tuxedni Bay,24530,962
2024-08-01 00:00:00,04,Tyonek,24720,321
2024-08-01 00:00:00,04,West Foreland,24560,226
2024-08-02 00:00:00,03,UCI EEZ,24464,286
2024-08-02 00:00:00,04,Birch Hill,24780,101
2024-08-02 00:00:00,04,Pt. Possession,24770,139
2024-08-03 00:00:00,03,UCI EEZ,24464,284
2024-08-03 00:00:00,04,Little Jack Slough,24550,66
2024-08-03 00:00:00,04,Tuxedni Bay,24530,167
2024-08-03 00:00:00,04,West Side,24610,1200
2024-08-05 00:00:00,03,Expanded Corridor & Anchor Point,24457,498
2024-08-05 00:00:00,03,UCI EEZ,24464,1204
2024-08-05 00:00:00,03,,24470,77
2024-08-05 00:00:00,04,#3 Bay,24790,171
2024-08-05 00:00:00,04,Beluga,24730,10
2024-08-05 00:00:00,04,Birch Hill,24780,192
2024-08-05 00:00:00,04,East Side,24620,790
2024-08-05 00:00:00,04,Fire Island,24743,45
2024-08-05 00:00:00,04,Little Jack Slough,24550,102
2024-08-05 00:00:00,04,Pt. Mackenzie,24742,127
2024-08-05 00:00:00,04,Pt. Possession,24770,307
2024-08-05 00:00:00,04,Susitna Flats,24741,10
2024-08-05 00:00:00,04,Trading Bay,24710,198
2024-08-05 00:00:00,04,Tuxedni Bay,24530,283
2024-08-05 00:00:00,04,Tyonek,24720,646
2024-08-05 00:00:00,04,West Foreland,24560,436
2024-08-05 00:00:00,04,West Side,24610,1781
2024-08-06 00:00:00,03,UCI EEZ,24464,157
2024-08-06 00:00:00,04,Birch Hill,24780,91
2024-08-06 00:00:00,04,Pt. Possession,24770,180
2024-08-07 00:00:00,04,Chinitna,24510,1
2024-08-08 00:00:00,03,UCI EEZ,24464,568
2024-08-08 00:00:00,03,,24570,33
2024-08-08 00:00:00,04,#3 Bay,24790,191
2024-08-08 00:00:00,04,Beluga,24730,2
2024-08-08 00:00:00,04,Birch Hill,24780,396
2024-08-08 00:00:00,04,Fire Island,24743,9
2024-08-08 00:00:00,04,Pt. Mackenzie,24742,8
2024-08-08 00:00:00,04,Pt. Possession,24770,332
2024-08-08 00:00:00,04,Trading Bay,24710,6
2024-08-08 00:00:00,04,Tyonek,24720,146
2024-08-08 00:00:00,04,West Foreland,24560,425
2024-08-08 00:00:00,04,West Side,24610,425
2024-08-09 00:00:00,03,UCI EEZ,24464,70
2024-08-09 00:00:00,04,Birch Hill,24780,93
2024-08-09 00:00:00,04,East Side,24620,235
2024-08-09 00:00:00,04,Pt. Possession,24770,88
2024-08-09 00:00:00,04,West Foreland,24560,115
2024-08-09 00:00:00,04,West Side,24610,50
2024-08-12 00:00:00,03,UCI EEZ,24464,408
2024-08-12 00:00:00,04,East Side,24620,206
2024-08-12 00:00:00,04,Little Jack Slough,24550,37
2024-08-12 00:00:00,04,West Foreland,24560,453
2024-08-12 00:00:00,04,West Side,24610,538
2024-08-15 00:00:00,03,UCI EEZ,24464,189
2024-08-15 00:00:00,04,West Foreland,24560,44
2024-08-16 00:00:00,03,UCI EEZ,24464,165
2024-08-16 00:00:00,03,,24590,73
2024-08-16 00:00:00,04,East Side,24620,123
2024-08-16 00:00:00,04,West Foreland,24560,126
2024-09-03 00:00:00,04,East Side,24620,39
